match_id,date,league,season,home_team,away_team,home_goals,away_goals,status
537109,2026-03-20T17:30:00Z,Serie A,2025-2026,Cagliari,Napoli,,,TIMED
537110,2026-03-20T19:45:00Z,Serie A,2025-2026,Genoa,Udinese,,,TIMED
544500,2026-03-20T20:00:00Z,Primera Division,2025-2026,Villarreal,Real Sociedad,,,TIMED
538085,2026-03-20T20:00:00Z,Premier League,2025-2026,Bournemouth,Man United,,,TIMED
538091,2026-03-21T00:00:00Z,Premier League,2025-2026,Man City,Crystal Palace,,,POSTPONED
